solver,step,time_s,work_units,initial_residual,final_residual,final_relative_residual,convergence_factor,sec_per_work_unit_from_campaign,estimated_pressure_time_s
MG3V,177,0.0016105192210370061,1.0,5463.5432744249701,2471.1398973714813,5.0015002896632039e-05,0.45229620655499708,0.0014682074581552514,0.0014682074581552514
MG3V,178,0.0016208273807592284,0.0,3961.1594071108584,3961.1594071108584,8.0174766590815846e-05,1,0.0014682074581552514,0.0
MG3V,179,0.0016311355404814507,1.0,5424.0669654782241,3010.8014939895738,6.0942685815640985e-05,0.55508191789518591,0.0014682074581552514,0.0014682074581552514
MG3V,180,0.0016414437002036731,0.0,4748.6440159844233,4748.6440159844233,9.6121751934626621e-05,1,0.0014682074581552514,0.0
MG3V,181,0.0016517518599258954,1.0,6442.4495558445178,3583.7926316554822,7.2546892104611571e-05,0.55627794996148716,0.0014682074581552514,0.0014682074581552514
MG3V,182,0.0016620600196481177,1.0,5760.4820189420425,2399.4311058262888,4.857310429950989e-05,0.41653304323080986,0.0014682074581552514,0.0014682074581552514
MG3V,183,0.00167236817937034,0.0,3017.4669702603501,3017.4669702603501,6.1086577618724462e-05,1,0.0014682074581552514,0.0
MG3V,184,0.0016826763390925623,1.0,5141.3122113645077,1347.0403661526743,2.7271529639856234e-05,0.26200322228538014,0.0014682074581552514,0.0014682074581552514
MG3V,185,0.0016929844988147846,0.0,2075.5650084242225,2075.5650084242225,4.2021905753868382e-05,1,0.0014682074581552514,0.0
MG3V,186,0.001703292658537007,0.0,4547.5759228989482,4547.5759228989482,9.2074866674417833e-05,1,0.0014682074581552514,0.0
MG3V,187,0.0017136008182592293,1.0,7954.4763979315758,2443.8437247805541,4.948396937028724e-05,0.30722873543455775,0.0014682074581552514,0.0014682074581552514
MG3V,188,0.0017239089779814516,0.0,4161.7944261413959,4161.7944261413959,8.427037277654778e-05,1,0.0014682074581552514,0.0
MG3V,189,0.0017342171377036739,1.0,5873.0762303909542,4416.1347693252264,8.9423709042060539e-05,0.7519287331012996,0.0014682074581552514,0.0014682074581552514
MG3V,190,0.0017445252974258962,1.0,6692.7463068288507,2942.4333806711493,5.958404218118326e-05,0.43964513904686303,0.0014682074581552514,0.0014682074581552514
MG3V,191,0.0017548334571481185,0.0,3875.1104800653693,3875.1104800653693,7.8473341872115285e-05,1,0.0014682074581552514,0.0
MG3V,192,0.0017651416168703409,0.0,4846.5789090009921,4846.5789090009921,9.8151559776491113e-05,1,0.0014682074581552514,0.0
MG3V,193,0.0017754497765925632,1.0,8222.4309185519814,3007.511317154147,6.0911595919999883e-05,0.36576911949097746,0.0014682074581552514,0.0014682074581552514
MG3V,194,0.0017857579363147855,1.0,5269.8659178618536,2586.4309571381464,5.238299297602742e-05,0.49079634993589,0.0014682074581552514,0.0014682074581552514
MG3V,195,0.0017960660960370078,0.0,3130.8392693085489,3130.8392693085489,6.3410591694760629e-05,1,0.0014682074581552514,0.0
MG3V,196,0.0018063742557592301,0.0,3966.5262734442949,3966.5262734442949,8.0340081150792053e-05,1,0.0014682074581552514,0.0
MG3V,197,0.0018166824154814524,1.0,7152.1187859028578,1998.8120099361486,4.0487587888045957e-05,0.27947131049835128,0.0014682074581552514,0.0014682074581552514
MG3V,198,0.0018269905752036747,0.0,3581.3391347036222,3581.3391347036222,7.2543166588406372e-05,1,0.0014682074581552514,0.0
MG3V,199,0.0018372987349258971,1.0,5135.7191239056647,3212.3277510943349,6.5070503658997713e-05,0.6254874290421456,0.0014682074581552514,0.0014682074581552514
MG3V,200,0.0018476068946481194,1.0,5050.8158082853624,2159.300615428665,4.3741386215414359e-05,0.42751521682626925,0.0014682074581552514,0.0014682074581552514
RMT,1,9.9999999999999995e-08,4.0,14394028032.000002,369904.2036383152,2.5698449580337399e-05,0.071199465054348529,0.012049861233194343,0.04819944493277737
RMT,2,2.1999999999999998e-07,6.0,14247980474.950468,39279.543477473781,1.2930488818296067e-05,0.11841376414422419,0.012049861233194343,0.07229916739916606
RMT,3,3.6399999999999998e-07,3.0,1194639523.6269751,92101.871406442253,4.9963180247048077e-05,0.042560872775758339,0.012049861233194343,0.03614958369958303
RMT,4,5.3679999999999999e-07,3.0,577521400.34374213,33913.111139754765,2.6571455604925169e-05,0.038868685227504862,0.012049861233194343,0.03614958369958303
RMT,5,7.4415999999999996e-07,3.0,342961145.74913538,14074.649451650679,1.5019264287334272e-05,0.034492993655424763,0.012049861233194343,0.03614958369958303
RMT,6,9.9299199999999984e-07,3.0,223782416.03779876,6596.6809700932354,9.2248831912467874e-06,0.03089108583954649,0.012049861233194343,0.03614958369958303
RMT,7,1.2915903999999997e-06,3.0,153997087.44687283,3303.6629525478929,5.8779176730503495e-06,0.027786109446922339,0.012049861233194343,0.03614958369958303
RMT,8,1.6499084799999995e-06,2.0,109619008.02861905,32550.335732683539,7.1861888223386845e-05,0.017231964939197125,0.012049861233194343,0.024099722466388685
RMT,9,2.0798901759999993e-06,2.0,79913934.331987441,18874.056749958545,5.0556565519602943e-05,0.015368142260012046,0.012049861233194343,0.024099722466388685
RMT,10,2.5958682111999989e-06,2.0,59360870.34905082,11175.14846322313,3.5579877239565927e-05,0.013720707964307584,0.012049861233194343,0.024099722466388685
RMT,11,3.2150418534399987e-06,2.0,44827916.551913679,6796.5202577598393,2.5241505393423699e-05,0.012313146039786579,0.012049861233194343,0.024099722466388685
RMT,12,3.9580502241279978e-06,2.0,34515064.114966124,4300.5812893635593,1.8320181925690239e-05,0.011162442591197962,0.012049861233194343,0.024099722466388685
RMT,13,4.8496602689535971e-06,2.0,27097199.099309772,3072.1061724899337,1.4794709429723025e-05,0.010647702523349548,0.012049861233194343,0.024099722466388685
RMT,14,5.9195923227443166e-06,2.0,21766482.388534188,2310.0143785239197,1.2427254625446819e-05,0.010301802431018669,0.012049861233194343,0.024099722466388685
RMT,15,7.2035107872931793e-06,2.0,17960242.369705945,1793.641928775236,1.0681335423578705e-05,0.0099933656276332029,0.012049861233194343,0.024099722466388685
RMT,16,8.7442129447518142e-06,2.0,15271214.051331401,1440.3727381771896,9.4356591325429563e-06,0.0097118208865062516,0.012049861233194343,0.024099722466388685
RMT,17,1.0593055533702177e-05,2.0,13388978.671955496,1185.2179771703668,8.5106267615571218e-06,0.009408608340752302,0.012049861233194343,0.024099722466388685
RMT,18,1.2811666640442613e-05,2.0,12074135.189539015,993.46817872440442,7.8109372433411778e-06,0.009070870429338693,0.012049861233194343,0.024099722466388685
RMT,19,1.5473999968531135e-05,2.0,11141886.669504881,845.90546235139482,7.2892928881083163e-06,0.0087132775141456724,0.012049861233194343,0.024099722466388685
RMT,20,1.866879996223736e-05,2.0,10428810.475634396,729.52817341126502,6.9071654688441431e-06,0.0083638001450221464,0.012049861233194343,0.024099722466388685
RMT,21,2.2502559954684833e-05,2.0,9767641.7865327895,635.00047715450637,6.624831688172252e-06,0.0080629165278838025,0.012049861233194343,0.024099722466388685
RMT,22,2.7103071945621798e-05,2.0,9185848.9210485667,557.22778907889733,6.4296104918716768e-06,0.007788552185835562,0.012049861233194343,0.024099722466388685
RMT,23,3.2623686334746159e-05,2.0,8609344.2848682404,486.81809671031078,6.2367264910885755e-06,0.0075196619880566543,0.012049861233194343,0.024099722466388685
RMT,24,3.9248423601695388e-05,2.0,8001847.3296324611,427.49271195020992,6.1022481572216404e-06,0.0073091895903849464,0.012049861233194343,0.024099722466388685
RMT,25,4.7198108322034466e-05,2.0,7398305.9151253253,385.3406942790607,6.1500249646641483e-06,0.0072169931849494209,0.012049861233194343,0.024099722466388685
RMT,26,5.6737729986441353e-05,2.0,6774679.7217157781,378.22644130885601,6.7682807657373926e-06,0.0074719087427341478,0.012049861233194343,0.024099722466388685
RMT,27,6.6494457867314325e-05,2.0,1031679.4694755673,1431.5505655291781,2.6099068146044287e-05,0.037250401007686354,0.012049861233194343,0.024099722466388685
RMT,28,7.6281091062820977e-05,2.0,320080.50112567842,999.63163656331017,1.8331586258703562e-05,0.055884373555458423,0.012049861233194343,0.024099722466388685
RMT,29,8.6116133524050649e-05,2.0,431442.80047489703,553.30776807307848,1.0227667517948691e-05,0.035811438844196679,0.012049861233194343,0.024099722466388685
RMT,30,9.601441129359645e-05,2.0,438136.29289825261,331.82211766214459,6.1836761362216122e-06,0.027519975989276423,0.012049861233194343,0.024099722466388685
RMT,31,0.00010598810203305325,2.0,458248.2895898968,234.39560997250373,4.4057063448796261e-06,0.022616443421676465,0.012049861233194343,0.024099722466388685
RMT,32,0.00011604731647361631,2.0,462821.31706767529,174.47115810547257,3.3081428985048766e-06,0.01941579352857396,0.012049861233194343,0.024099722466388685
RMT,33,0.00012620053889529119,2.0,468989.52741509676,134.86714732035762,2.5801563603149692e-06,0.016957878264073693,0.012049861233194343,0.024099722466388685
RMT,34,0.00013645498177039872,2.0,470064.13962488621,104.69305367919151,2.0210680191910628e-06,0.014923832749655567,0.012049861233194343,0.024099722466388685
RMT,35,0.00014676314149262096,1.0,301174.2190431878,4572.972734592855,8.8796135528208009e-05,0.015183812044473499,0.012049861233194343,0.012049861233194343
RMT,36,0.00015707130121484316,1.0,120089.38818336278,3951.7991014291765,7.690915957020814e-05,0.032907146594795128,0.012049861233194343,0.012049861233194343
RMT,37,0.00016737946093706537,1.0,109392.96212825179,3266.4880843722494,6.3702663295000123e-05,0.029860130129236599,0.012049861233194343,0.012049861233194343
RMT,38,0.00017768762065928758,1.0,99961.96564732492,2791.0398813880456,5.4533652694659185e-05,0.027921018392486327,0.012049861233194343,0.012049861233194343
RMT,39,0.00018799578038150978,1.0,90393.538627333939,2428.1783954522107,4.7525445978067847e-05,0.026862300473299076,0.012049861233194343,0.012049861233194343
RMT,40,0.00019830394010373199,1.0,82631.277760371566,2130.889617328532,4.1772684071555057e-05,0.025787930128686298,0.012049861233194343,0.012049861233194343
RMT,41,0.0002086120998259542,1.0,75630.71445877105,1874.4899573281873,3.679973330037917e-05,0.024784771249913781,0.012049861233194343,0.012049861233194343
RMT,42,0.00021892025954817641,1.0,69502.410412587225,1644.125292073586,3.2320459347858059e-05,0.023655658592465548,0.012049861233194343,0.012049861233194343
RMT,43,0.00022922841927039861,1.0,64035.180578052998,1439.75354987022,2.8337914654171426e-05,0.022483789955355757,0.012049861233194343,0.012049861233194343
RMT,44,0.00023953657899262082,1.0,59184.669913865626,1260.0185709709767,2.4828737286707232e-05,0.021289610515776197,0.012049861233194343,0.012049861233194343
RMT,45,0.00024984473871484303,1.0,54856.497379697859,1101.0361641449854,2.1719117081371396e-05,0.020071207910413797,0.012049861233194343,0.012049861233194343
RMT,46,0.00026015289843706524,1.0,50987.029280602932,965.93425080849556,1.9073024549614191e-05,0.018944705436603409,0.012049861233194343,0.012049861233194343
RMT,47,0.00027046105815928744,1.0,47516.2617232427,852.57160176563775,1.6850234445466844e-05,0.017942733094859612,0.012049861233194343,0.012049861233194343
RMT,48,0.00028076921788150965,1.0,44393.182630084455,751.85223764705006,1.4872537821170785e-05,0.016936209415576647,0.012049861233194343,0.012049861233194343
RMT,49,0.00029107737760373186,1.0,41567.18079674989,668.74307333561592,1.3239334480139427e-05,0.016088247038103302,0.012049861233194343,0.012049861233194343
RMT,50,0.00030138553732595406,1.0,39010.435146577656,667.63036387600005,1.3227450626506849e-05,0.017114148082877013,0.012049861233194343,0.012049861233194343
RMT,51,0.00031169369704817627,1.0,36695.954866923392,652.9399005624,1.2945752979050297e-05,0.017793239143940084,0.012049861233194343,0.012049861233194343
RMT,52,0.00032200185677039848,1.0,34576.184330202639,646.14125226810575,1.2819705207515759e-05,0.018687465513761013,0.012049861233194343,0.012049861233194343
RMT,53,0.00033231001649262069,1.0,32638.671189695597,646.90547975595109,1.2843156797909396e-05,0.019820214983512767,0.012049861233194343,0.012049861233194343
RMT,54,0.00034261817621484289,1.0,30859.126003563404,641.49896821356378,1.2743611125996095e-05,0.020787982399096065,0.012049861233194343,0.012049861233194343
RMT,55,0.0003529263359370651,1.0,29220.395506337285,637.4965520943515,1.2671451099881573e-05,0.021816835160772961,0.012049861233194343,0.012049861233194343
RMT,56,0.00036323449565928731,1.0,27738.12567371875,641.63012981181964,1.2760649332343323e-05,0.023131704620537853,0.012049861233194343,0.012049861233194343
RMT,57,0.00037354265538150952,1.0,26382.171463914216,641.47564180148765,1.2764274092805414e-05,0.02431474007660454,0.012049861233194343,0.012049861233194343
RMT,58,0.00038385081510373172,1.0,25128.1703812778,636.91771572688594,1.267991916961452e-05,0.025346760470926807,0.012049861233194343,0.012049861233194343
RMT,59,0.00039415897482595393,1.0,23975.983882382512,629.71214524540119,1.2542455617199979e-05,0.026264287978109292,0.012049861233194343,0.012049861233194343
RMT,60,0.00040446713454817614,1.0,22897.876631140709,621.30400294507854,1.2380630750680503e-05,0.02713369509992538,0.012049861233194343,0.012049861233194343
RMT,61,0.00041477529427039834,1.0,21899.428186357021,621.02742011286318,1.2380522010428766e-05,0.028358156880998058,0.012049861233194343,0.012049861233194343
RMT,62,0.00042508345399262055,1.0,20966.860096886754,618.64581426000223,1.2338200555144216e-05,0.029505887452926788,0.012049861233194343,0.012049861233194343
RMT,63,0.00043539161371484276,1.0,20095.690317861736,609.66166083747521,1.2163896762329461e-05,0.030337930730132079,0.012049861233194343,0.012049861233194343
RMT,64,0.00044569977343706497,1.0,19284.809784151614,600.33399143349379,1.1982402649485858e-05,0.031129889179765325,0.012049861233194343,0.012049861233194343
RMT,65,0.00045600793315928717,1.0,18525.684812173247,591.51596856769174,1.1810765980103856e-05,0.031929506226890246,0.012049861233194343,0.012049861233194343
RMT,66,0.00046631609288150938,1.0,17812.13889413327,578.61705122841522,1.1557324419751288e-05,0.032484422823526968,0.012049861233194343,0.012049861233194343
RMT,67,0.00047662425260373159,1.0,17144.935478098691,563.82476111501455,1.1265720488656393e-05,0.032885790782663279,0.012049861233194343,0.012049861233194343
RMT,68,0.0004869324123259538,1.0,16518.149037867785,558.10001628287137,1.11550166746848e-05,0.033787079593689914,0.012049861233194343,0.012049861233194343
RMT,69,0.000497240572048176,1.0,15928.385259114206,547.48455783212557,1.0946325304095869e-05,0.034371629573616412,0.012049861233194343,0.012049861233194343
RMT,70,0.00050754873177039821,1.0,15372.430163927376,534.57943666260689,1.0691588319402197e-05,0.034775206715008528,0.012049861233194343,0.012049861233194343
RMT,71,0.00051785689149262042,1.0,14849.674581989646,520.62108508846723,1.0415514632241089e-05,0.03505942720926019,0.012049861233194343,0.012049861233194343
RMT,72,0.00052816505121484262,1.0,14354.995419718325,505.32733045332134,1.011245281774995e-05,0.035202193778424547,0.012049861233194343,0.012049861233194343
RMT,73,0.00053847321093706483,1.0,13885.320965692401,492.05615257332101,9.8496110472636336e-06,0.035437146450491452,0.012049861233194343,0.012049861233194343
RMT,74,0.00054878137065928704,1.0,13441.940125510097,478.54641790129244,9.581761468657643e-06,0.035600993118032692,0.012049861233194343,0.012049861233194343
RMT,75,0.00055908953038150925,1.0,13020.833582319319,464.58272444549948,9.3045972980340066e-06,0.035679952555137895,0.012049861233194343,0.012049861233194343
RMT,76,0.00056939769010373145,1.0,12619.049980558455,451.82818424119614,9.0514387530030677e-06,0.035805245635551444,0.012049861233194343,0.012049861233194343
RMT,77,0.00057970584982595366,1.0,12238.162677519023,440.21212687599473,8.8208977682893465e-06,0.035970442498255512,0.012049861233194343,0.012049861233194343
RMT,78,0.00059001400954817587,1.0,11875.788915164769,427.27921691630036,8.5637881327658734e-06,0.035979017475688449,0.012049861233194343,0.012049861233194343
RMT,79,0.00060032216927039808,1.0,11529.606044434011,414.81329111219384,8.3158601703702826e-06,0.035978097561490188,0.012049861233194343,0.012049861233194343
RMT,80,0.00061063032899262028,1.0,11198.646677829325,407.63154279137962,8.1737209858371163e-06,0.036400071769242773,0.012049861233194343,0.012049861233194343
RMT,81,0.00062093848871484249,1.0,10883.261872440577,397.65337841166183,7.9753818929014632e-06,0.03653806947516626,0.012049861233194343,0.012049861233194343
RMT,82,0.0006312466484370647,1.0,10582.728098325431,385.62558696116321,7.7357930239091013e-06,0.036439147200822732,0.012049861233194343,0.012049861233194343
RMT,83,0.0006415548081592869,1.0,10294.478602945805,372.98419527919032,7.4837474548596762e-06,0.036231479967568196,0.012049861233194343,0.012049861233194343
RMT,84,0.00065186296788150911,1.0,10018.014349251986,360.75208915723488,7.2397713974954787e-06,0.0360103386340399,0.012049861233194343,0.012049861233194343
RMT,85,0.00066217112760373132,1.0,9754.7956965565681,349.62224275339395,7.0177853528354686e-06,0.035841062553140936,0.012049861233194343,0.012049861233194343
RMT,86,0.00067247928732595353,1.0,9501.9170700982213,339.49157527438365,6.8157376869143292e-06,0.035728745343688244,0.012049861233194343,0.012049861233194343
RMT,87,0.00068278744704817573,1.0,9259.4739021956921,328.00621792394668,6.5863784813666055e-06,0.03542385036002605,0.012049861233194343,0.012049861233194343
RMT,88,0.00069309560677039794,1.0,9025.0278908535838,317.0008142888546,6.366543273492363e-06,0.035124635416375734,0.012049861233194343,0.012049861233194343
RMT,89,0.00070340376649262015,1.0,8801.7964797243476,307.20704044122249,6.1709390873241532e-06,0.034902765719350456,0.012049861233194343,0.012049861233194343
RMT,90,0.00071371192621484236,1.0,8587.168557882309,298.35103129292838,5.994080311385495e-06,0.034743819139204719,0.012049861233194343,0.012049861233194343
RMT,91,0.00072402008593706456,1.0,8380.340521492064,289.33653684798628,5.8139517046836495e-06,0.034525630086982652,0.012049861233194343,0.012049861233194343
RMT,92,0.00073432824565928677,1.0,8180.7908315137029,279.47527348250151,5.61672198498179e-06,0.034162378581532538,0.012049861233194343,0.012049861233194343
RMT,93,0.00074463640538150898,1.0,7988.7107723280787,270.39749961066991,5.4351550923088589e-06,0.033847451399454082,0.012049861233194343,0.012049861233194343
RMT,94,0.00075494456510373118,1.0,7804.6492908447981,262.40336655196734,5.27529570805594e-06,0.033621416770101151,0.012049861233194343,0.012049861233194343
RMT,95,0.00076525272482595339,1.0,7626.8759271726012,254.67001894232817,5.1206114404069135e-06,0.033391131752255762,0.012049861233194343,0.012049861233194343
RMT,96,0.0007755608845481756,1.0,7454.6746960431337,245.61244743247516,4.9392325661065634e-06,0.032947440022143927,0.012049861233194343,0.012049861233194343
RMT,97,0.00078586904427039781,1.0,7288.8947044461966,237.77479624096304,4.7823194635405602e-06,0.03262151613960363,0.012049861233194343,0.012049861233194343
RMT,98,0.00079617720399262001,1.0,7129.1306671500206,228.48647797200829,4.5961643092500282e-06,0.032049697030360265,0.012049861233194343,0.012049861233194343
RMT,99,0.00080648536371484222,1.0,6974.4578609094024,219.91798231983557,4.4244237836626482e-06,0.031531910681178076,0.012049861233194343,0.012049861233194343
RMT,100,0.00081679352343706443,1.0,6824.9120924174786,213.12485039001331,4.2883448601418846e-06,0.031227486523496235,0.012049861233194343,0.012049861233194343
RMT,101,0.00082710168315928664,1.0,6680.831869378686,207.32343900902197,4.1721738864639953e-06,0.031032578436718382,0.012049861233194343,0.012049861233194343
RMT,102,0.00083740984288150884,1.0,6541.4731106087565,202.10452534840442,4.0676840151290041e-06,0.030895873441815058,0.012049861233194343,0.012049861233194343
RMT,103,0.00084771800260373105,1.0,6406.6237546429038,197.42897816002369,3.9740934185799332e-06,0.030816384061409286,0.012049861233194343,0.012049861233194343
RMT,104,0.00085802616232595326,1.0,6275.9335321635008,194.45779391890392,3.9147803168147021e-06,0.030984680274628168,0.012049861233194343,0.012049861233194343
RMT,105,0.00086833432204817546,1.0,6149.403476767242,193.18061879882589,3.8895500335254428e-06,0.031414529804178901,0.012049861233194343,0.012049861233194343
RMT,106,0.00087864248177039767,1.0,6026.5394496321678,190.2962511528749,3.8319403720517834e-06,0.031576371936715641,0.012049861233194343,0.012049861233194343
RMT,107,0.00088895064149261988,1.0,5908.0051273107529,186.78218499175273,3.7616261553695709e-06,0.031615102046597843,0.012049861233194343,0.012049861233194343
RMT,108,0.00089925880121484209,1.0,5793.020204693079,183.21181418420747,3.6901525952333452e-06,0.031626303328923785,0.012049861233194343,0.012049861233194343
RMT,109,0.00090956696093706429,1.0,5681.8240156173706,179.54477674048394,3.6167070149724589e-06,0.031599848261223404,0.012049861233194343,0.012049861233194343
RMT,110,0.0009198751206592865,1.0,5573.8606055006385,175.99463336239569,3.5455918695720814e-06,0.031574997262886886,0.012049861233194343,0.012049861233194343
RMT,111,0.00093018328038150871,1.0,5468.979830570519,172.52235035807826,3.4760221524259781e-06,0.03154561832422792,0.012049861233194343,0.012049861233194343
RMT,112,0.00094049144010373092,1.0,5367.1204797998071,169.07975950534455,3.4070284280615221e-06,0.031502881320012999,0.012049861233194343,0.012049861233194343
RMT,113,0.00095079959982595312,1.0,5268.3616981059313,165.70439321966842,3.3393678791723422e-06,0.031452736678888628,0.012049861233194343,0.012049861233194343
RMT,114,0.00096110775954817533,1.0,5172.4451858177781,162.56867861421779,3.2765167312770875e-06,0.031429753776794293,0.012049861233194343,0.012049861233194343
RMT,115,0.00097141591927039754,1.0,5079.0991258695722,159.564046084648,3.2162886222935008e-06,0.031415816492325235,0.012049861233194343,0.012049861233194343
RMT,116,0.00098172407899261975,1.0,4988.6322382986546,156.71713135531172,3.1592218173449669e-06,0.031414849575834687,0.012049861233194343,0.012049861233194343
RMT,117,0.00099203223871484206,0.0,4900.6421857401729,4900.6421857401729,9.8800591967045237e-05,1,0.012049861233194343,0.0
RMT,118,0.0010023403984370644,1.0,12382.070481538773,376.60807862645015,7.5938444044013409e-06,0.030415598036528657,0.012049861233194343,0.012049861233194343
RMT,119,0.0010126485581592867,0.0,2513.6862418660257,2513.6862418660257,5.0687531785186407e-05,1,0.012049861233194343,0.0
RMT,120,0.001022956717881509,1.0,7212.9368439018726,277.88344468339346,5.6039971161669792e-06,0.038525700515224678,0.012049861233194343,0.012049861233194343
RMT,121,0.0010332648776037313,0.0,4016.0573006048799,4016.0573006048799,8.0997255846563604e-05,1,0.012049861233194343,0.0
RMT,122,0.0010435730373259536,1.0,10673.673375695944,295.7166427061893,5.9649181281580648e-06,0.027705236266601423,0.012049861233194343,0.012049861233194343
RMT,123,0.001053881197048176,0.0,2476.5567190654101,2476.5567190654101,4.9957115145075593e-05,1,0.012049861233194343,0.0
RMT,124,0.0010641893567703983,1.0,7441.2492159903049,273.9537379979156,5.5267667484713648e-06,0.036815557448233775,0.012049861233194343,0.012049861233194343
RMT,125,0.0010744975164926206,0.0,3451.488871768117,3451.488871768117,6.9635487909331935e-05,1,0.012049861233194343,0.0
RMT,126,0.0010848056762148429,1.0,9436.6686609536409,268.52453817380592,5.4182690111755143e-06,0.028455437805598408,0.012049861233194343,0.012049861233194343
RMT,127,0.0010951138359370652,0.0,2421.1743139177561,2421.1743139177561,4.8856669465259692e-05,1,0.012049861233194343,0.0
RMT,128,0.0011054219956592875,1.0,7431.2318846955895,260.28595570661128,5.2528189874792896e-06,0.035025949902419647,0.012049861233194343,0.012049861233194343
RMT,129,0.0011157301553815098,0.0,3023.5805955156684,3023.5805955156684,6.1022465121822093e-05,1,0.012049861233194343,0.0
RMT,130,0.0011260383151037322,1.0,8454.1362726390362,251.46999306697398,5.0757702711492252e-06,0.029745202224954827,0.012049861233194343,0.012049861233194343
RMT,131,0.0011363464748259545,0.0,2463.9065230563283,2463.9065230563283,4.9734941472804903e-05,1,0.012049861233194343,0.0
RMT,132,0.0011466546345481768,1.0,7345.419834651053,245.90004332619719,4.9640799610989657e-06,0.033476649240142278,0.012049861233194343,0.012049861233194343
RMT,133,0.0011569627942703991,0.0,2663.429116949439,2663.429116949439,5.377057176940001e-05,1,0.012049861233194343,0.0
RMT,134,0.0011672709539926214,1.0,7610.4374215528369,239.07782283145934,4.8270984756554997e-06,0.031414465370201781,0.012049861233194343,0.012049861233194343
RMT,135,0.0011775791137148437,0.0,2485.4079333096743,2485.4079333096743,5.018412269060112e-05,1,0.012049861233194343,0.0
RMT,136,0.0011878872734370661,1.0,7237.2674195840955,233.21438774187118,4.7094006622253991e-06,0.03222409429155422,0.012049861233194343,0.012049861233194343
RMT,137,0.0011981954331592884,0.0,2351.3397509753704,2351.3397509753704,4.7483891389979319e-05,1,0.012049861233194343,0.0
RMT,138,0.0012085035928815107,1.0,6871.0709979981184,264.44025372911619,5.3406988545329072e-06,0.03848603133429427,0.012049861233194343,0.012049861233194343
RMT,139,0.001218811752603733,0.0,2488.839960090816,2488.839960090816,5.0267735282357961e-05,1,0.012049861233194343,0.0
RMT,140,0.0012291199123259553,1.0,7107.450138643384,315.44541117174685,6.3717251790264599e-06,0.044382360061404058,0.012049861233194343,0.012049861233194343
RMT,141,0.0012394280720481776,0.0,2090.2721199244261,2090.2721199244261,4.2223475609854145e-05,1,0.012049861233194343,0.0
RMT,142,0.0012497362317704,1.0,6242.8316092640162,401.08868345590599,8.1026660857885352e-06,0.06424787797587117,0.012049861233194343,0.012049861233194343
RMT,143,0.0012600443914926223,0.0,2459.2154161855578,2459.2154161855578,4.9682755353068914e-05,1,0.012049861233194343,0.0
RMT,144,0.0012703525512148446,1.0,6922.5249991193414,490.88738862858645,9.9181364858044332e-06,0.070911609375341425,0.012049861233194343,0.012049861233194343
RMT,145,0.0012806607109370669,0.0,2107.1986972273944,2107.1986972273944,4.2576539982885378e-05,1,0.012049861233194343,0.0
RMT,146,0.0012909688706592892,1.0,5768.0530736222863,620.11431315534674,1.2530560589841775e-05,0.10750842706201391,0.012049861233194343,0.012049861233194343
RMT,147,0.0013012770303815115,0.0,2636.1486119254159,2636.1486119254159,5.3270816961651029e-05,1,0.012049861233194343,0.0
RMT,148,0.0013115851901037338,1.0,6611.7069567814469,834.55752936271483,1.6866033683460857e-05,0.12622421635107889,0.012049861233194343,0.012049861233194343
RMT,149,0.0013218933498259562,0.0,3269.0028050640994,3269.0028050640994,6.6067512783861084e-05,1,0.012049861233194343,0.0
RMT,150,0.0013322015095481785,1.0,5879.9856711667671,1128.0505467189005,2.2799936844053567e-05,0.19184579857914197,0.012049861233194343,0.012049861233194343
RMT,151,0.0013425096692704008,0.0,4088.748069407301,4088.748069407301,8.2644568921217676e-05,1,0.012049861233194343,0.0
RMT,152,0.0013528178289926231,1.0,7334.3153588895038,1502.4280878881791,3.0370507349587644e-05,0.20484912556523385,0.012049861233194343,0.012049861233194343
RMT,153,0.0013631259887148454,1.0,5315.7688802840357,1125.1016227940886,2.2743992863739594e-05,0.21165360047293316,0.012049861233194343,0.012049861233194343
RMT,154,0.0013734341484370677,0.0,2997.3818862587214,2997.3818862587214,6.0595664665305689e-05,1,0.012049861233194343,0.0
RMT,155,0.0013837423081592901,1.0,7316.5717701017857,652.53176672723384,1.3192860504764778e-05,0.089185452863828882,0.012049861233194343,0.012049861233194343
RMT,156,0.0013940504678815124,0.0,2219.745138338897,2219.745138338897,4.4879884786057004e-05,1,0.012049861233194343,0.0
RMT,157,0.0014043586276037347,0.0,4421.9976092800498,4421.9976092800498,8.9411750153401245e-05,1,0.012049861233194343,0.0
RMT,158,0.001414666787325957,1.0,8916.2574272155762,1250.176646360916,2.5280571152697967e-05,0.14021316191981337,0.012049861233194343,0.012049861233194343
RMT,159,0.0014249749470481793,1.0,5010.6783858358349,1055.9640609286644,2.1353345290116307e-05,0.21074273374113558,0.012049861233194343,0.012049861233194343
RMT,160,0.0014352831067704016,0.0,2627.7655273377895,2627.7655273377895,5.3140607458499392e-05,1,0.012049861233194343,0.0
RMT,161,0.001445591266492624,1.0,6735.4248941242695,530.01219980375754,1.0719186986717253e-05,0.078690239759947461,0.012049861233194343,0.012049861233194343
RMT,162,0.0014558994262148463,0.0,2482.1898502267104,2482.1898502267104,5.0202008077185261e-05,1,0.012049861233194343,0.0
RMT,163,0.0014662075859370686,0.0,4779.6340541862046,4779.6340541862046,9.6673041718257918e-05,1,0.012049861233194343,0.0
